en,file-name,label,png_path
European Free-tailed Bat,XC1060718-Tadten-Paparitsa-June2022--M01074.wav,3,spectograms/XC1060718-Tadten-Paparitsa-June2022--M01074.png
European Free-tailed Bat,XC1060717-Tadten-Paparitsa-June2022--M01073.wav,3,spectograms/XC1060717-Tadten-Paparitsa-June2022--M01073.png
European Free-tailed Bat,XC1060716-Tadten-Paparitsa-June2022--M01072.wav,3,spectograms/XC1060716-Tadten-Paparitsa-June2022--M01072.png
European Free-tailed Bat,XC1060715-Tadten-Paparitsa-June2022--M01071.wav,3,spectograms/XC1060715-Tadten-Paparitsa-June2022--M01071.png
European Free-tailed Bat,XC1060714-Tadten-Paparitsa-June2022--M01069.wav,3,spectograms/XC1060714-Tadten-Paparitsa-June2022--M01069.png
European Free-tailed Bat,XC1060713-Tadten-Paparitsa-June2022--M01068.wav,3,spectograms/XC1060713-Tadten-Paparitsa-June2022--M01068.png
European Free-tailed Bat,XC1060712-Tadten-Paparitsa-June2022--M01035.wav,3,spectograms/XC1060712-Tadten-Paparitsa-June2022--M01035.png
European Free-tailed Bat,XC1060711-Tadten-Paparitsa-June2022--M01033.wav,3,spectograms/XC1060711-Tadten-Paparitsa-June2022--M01033.png
European Free-tailed Bat,XC1060710-Tadten-Paparitsa-June2022--M00987.wav,3,spectograms/XC1060710-Tadten-Paparitsa-June2022--M00987.png
European Free-tailed Bat,XC1060709-Tadten-Paparitsa-June2022--M00986.wav,3,spectograms/XC1060709-Tadten-Paparitsa-June2022--M00986.png
European Free-tailed Bat,XC1060569-Tadten-Karydi-Cypress-20210805_234135.wav,3,spectograms/XC1060569-Tadten-Karydi-Cypress-20210805_234135.png
European Free-tailed Bat,XC1060568-Tadten-Karydi-Cypress-20210802_234605.wav,3,spectograms/XC1060568-Tadten-Karydi-Cypress-20210802_234605.png
European Free-tailed Bat,XC1060567-Tadten-Karydi-Cypress-20210731_230920.wav,3,spectograms/XC1060567-Tadten-Karydi-Cypress-20210731_230920.png
European Free-tailed Bat,XC1060566-Tadten-Karydi-Cypress-20210731_230915.wav,3,spectograms/XC1060566-Tadten-Karydi-Cypress-20210731_230915.png
European Free-tailed Bat,XC1060565-Tadten-Karydi-Cypress-20210727_231340.wav,3,spectograms/XC1060565-Tadten-Karydi-Cypress-20210727_231340.png
European Free-tailed Bat,XC1057440-Tten-SOUDA-02_20210823_053011.wav,3,spectograms/XC1057440-Tten-SOUDA-02_20210823_053011.png
European Free-tailed Bat,XC1057439-Tten-SOUDA-02_20210822_221547.wav,3,spectograms/XC1057439-Tten-SOUDA-02_20210822_221547.png
European Free-tailed Bat,XC1057438-Tten-SOUDA-02_20210819_033022.wav,3,spectograms/XC1057438-Tten-SOUDA-02_20210819_033022.png
European Free-tailed Bat,XC1057437-Tten-SOUDA-02_20210819_022014.wav,3,spectograms/XC1057437-Tten-SOUDA-02_20210819_022014.png
European Free-tailed Bat,XC1057436-Tten-SOUDA-02_20210819_011726.wav,3,spectograms/XC1057436-Tten-SOUDA-02_20210819_011726.png
European Free-tailed Bat,XC1057435-Tten-SOUDA-02_20210818_205407.wav,3,spectograms/XC1057435-Tten-SOUDA-02_20210818_205407.png
European Free-tailed Bat,XC1057434-Tten-SOUDA-02_20210818_040112.wav,3,spectograms/XC1057434-Tten-SOUDA-02_20210818_040112.png
European Free-tailed Bat,XC1057433-Tten-SOUDA-02_20210818_034701.wav,3,spectograms/XC1057433-Tten-SOUDA-02_20210818_034701.png
European Free-tailed Bat,XC1057432-Tten-SOUDA-02_20210818_032424.wav,3,spectograms/XC1057432-Tten-SOUDA-02_20210818_032424.png
European Free-tailed Bat,XC1057431-Tten-SOUDA-02_20210818_030900.wav,3,spectograms/XC1057431-Tten-SOUDA-02_20210818_030900.png
European Free-tailed Bat,XC1057430-Tten-SOUDA-02_20210818_010629.wav,3,spectograms/XC1057430-Tten-SOUDA-02_20210818_010629.png
European Free-tailed Bat,XC1057429-Tten-SOUDA-02_20210818_003353.wav,3,spectograms/XC1057429-Tten-SOUDA-02_20210818_003353.png
European Free-tailed Bat,XC1057428-Tten-SOUDA-02_20210817_221748.wav,3,spectograms/XC1057428-Tten-SOUDA-02_20210817_221748.png
European Free-tailed Bat,XC1057427-Tten-SOUDA-02_20210817_220522.wav,3,spectograms/XC1057427-Tten-SOUDA-02_20210817_220522.png
European Free-tailed Bat,XC1057426-Tten-SOUDA-02_20210817_215212.wav,3,spectograms/XC1057426-Tten-SOUDA-02_20210817_215212.png
European Free-tailed Bat,XC1057425-Tten-SOUDA-02_20210817_213015.wav,3,spectograms/XC1057425-Tten-SOUDA-02_20210817_213015.png
European Free-tailed Bat,XC1057424-Tten-SOUDA-02_20210817_042438.wav,3,spectograms/XC1057424-Tten-SOUDA-02_20210817_042438.png
European Free-tailed Bat,XC1057423-Tten-SOUDA-02_20210816_021201.wav,3,spectograms/XC1057423-Tten-SOUDA-02_20210816_021201.png
European Free-tailed Bat,XC1057422-Tten-SOUDA-02_20210816_002841.wav,3,spectograms/XC1057422-Tten-SOUDA-02_20210816_002841.png
European Free-tailed Bat,XC1057421-Tten-SOUDA-02_20210815_230246.wav,3,spectograms/XC1057421-Tten-SOUDA-02_20210815_230246.png
European Free-tailed Bat,XC1057420-Tten-SOUDA-02_20210815_225813.wav,3,spectograms/XC1057420-Tten-SOUDA-02_20210815_225813.png
European Free-tailed Bat,XC1057419-Tten-SOUDA-02_20210815_223142.wav,3,spectograms/XC1057419-Tten-SOUDA-02_20210815_223142.png
European Free-tailed Bat,XC1057418-Tten-SOUDA-02_20210815_222556.wav,3,spectograms/XC1057418-Tten-SOUDA-02_20210815_222556.png
European Free-tailed Bat,XC1057417-Tten-SOUDA-02_20210814_052722.wav,3,spectograms/XC1057417-Tten-SOUDA-02_20210814_052722.png
European Free-tailed Bat,XC1057416-Tten-SOUDA-02_20210814_042612.wav,3,spectograms/XC1057416-Tten-SOUDA-02_20210814_042612.png
European Free-tailed Bat,XC1057415-Tten-SOUDA-02_20210814_041145.wav,3,spectograms/XC1057415-Tten-SOUDA-02_20210814_041145.png
European Free-tailed Bat,XC1057414-Tten-SOUDA-02_20210814_033320.wav,3,spectograms/XC1057414-Tten-SOUDA-02_20210814_033320.png
European Free-tailed Bat,XC1057413-Tten-SOUDA-02_20210814_032635.wav,3,spectograms/XC1057413-Tten-SOUDA-02_20210814_032635.png
European Free-tailed Bat,XC1057412-Tten-SOUDA-02_20210814_032128.wav,3,spectograms/XC1057412-Tten-SOUDA-02_20210814_032128.png
European Free-tailed Bat,XC1057411-Tten-SOUDA-02_20210814_031107.wav,3,spectograms/XC1057411-Tten-SOUDA-02_20210814_031107.png
European Free-tailed Bat,XC1057410-Tten-SOUDA-02_20210814_023512.wav,3,spectograms/XC1057410-Tten-SOUDA-02_20210814_023512.png
European Free-tailed Bat,XC1057409-Tten-SOUDA-02_20210814_020009.wav,3,spectograms/XC1057409-Tten-SOUDA-02_20210814_020009.png
European Free-tailed Bat,XC1057408-Tten-SOUDA-02_20210814_015313.wav,3,spectograms/XC1057408-Tten-SOUDA-02_20210814_015313.png
European Free-tailed Bat,XC1057407-Tten-SOUDA-02_20210814_014159.wav,3,spectograms/XC1057407-Tten-SOUDA-02_20210814_014159.png
European Free-tailed Bat,XC1057406-Tten-SOUDA-02_20210814_013110.wav,3,spectograms/XC1057406-Tten-SOUDA-02_20210814_013110.png
European Free-tailed Bat,XC1057405-Tten-SOUDA-02_20210814_011558.wav,3,spectograms/XC1057405-Tten-SOUDA-02_20210814_011558.png
European Free-tailed Bat,XC1057404-Tten-SOUDA-02_20210814_010814.wav,3,spectograms/XC1057404-Tten-SOUDA-02_20210814_010814.png
European Free-tailed Bat,XC1057403-Tten-SOUDA-02_20210814_005958.wav,3,spectograms/XC1057403-Tten-SOUDA-02_20210814_005958.png
European Free-tailed Bat,XC1057402-Tten-SOUDA-02_20210814_004810.wav,3,spectograms/XC1057402-Tten-SOUDA-02_20210814_004810.png
European Free-tailed Bat,XC1057401-Tten-SOUDA-02_20210814_002519.wav,3,spectograms/XC1057401-Tten-SOUDA-02_20210814_002519.png
European Free-tailed Bat,XC1057400-Tten-SOUDA-02_20210814_001916.wav,3,spectograms/XC1057400-Tten-SOUDA-02_20210814_001916.png
European Free-tailed Bat,XC1057399-Tten-SOUDA-02_20210814_000717.wav,3,spectograms/XC1057399-Tten-SOUDA-02_20210814_000717.png
European Free-tailed Bat,XC1057398-Tten-SOUDA-02_20210813_233038.wav,3,spectograms/XC1057398-Tten-SOUDA-02_20210813_233038.png
European Free-tailed Bat,XC1057397-Tten-SOUDA-02_20210813_231052.wav,3,spectograms/XC1057397-Tten-SOUDA-02_20210813_231052.png
European Free-tailed Bat,XC1057396-Tten-SOUDA-02_20210813_230346.wav,3,spectograms/XC1057396-Tten-SOUDA-02_20210813_230346.png
European Free-tailed Bat,XC1057393-Tten-SOUDA-02_20210813_224824.wav,3,spectograms/XC1057393-Tten-SOUDA-02_20210813_224824.png
European Free-tailed Bat,XC1057392-Tten-SOUDA-02_20210813_224013.wav,3,spectograms/XC1057392-Tten-SOUDA-02_20210813_224013.png
European Free-tailed Bat,XC1057391-Tten-SOUDA-02_20210813_223022.wav,3,spectograms/XC1057391-Tten-SOUDA-02_20210813_223022.png
European Free-tailed Bat,XC1057390-Tten-SOUDA-02_20210813_222230.wav,3,spectograms/XC1057390-Tten-SOUDA-02_20210813_222230.png
European Free-tailed Bat,XC1057389-Tten-SOUDA-02_20210813_220420.wav,3,spectograms/XC1057389-Tten-SOUDA-02_20210813_220420.png
European Free-tailed Bat,XC1057388-Tten-SOUDA-02_20210813_214854.wav,3,spectograms/XC1057388-Tten-SOUDA-02_20210813_214854.png
European Free-tailed Bat,XC1057387-Tten-SOUDA-02_20210813_053227.wav,3,spectograms/XC1057387-Tten-SOUDA-02_20210813_053227.png
European Free-tailed Bat,XC1057386-Tten-SOUDA-02_20210813_044725.wav,3,spectograms/XC1057386-Tten-SOUDA-02_20210813_044725.png
European Free-tailed Bat,XC1057385-Tten-SOUDA-02_20210813_042632.wav,3,spectograms/XC1057385-Tten-SOUDA-02_20210813_042632.png
European Free-tailed Bat,XC1057384-Tten-SOUDA-02_20210813_041254.wav,3,spectograms/XC1057384-Tten-SOUDA-02_20210813_041254.png
European Free-tailed Bat,XC1057383-Tten-SOUDA-02_20210813_033455.wav,3,spectograms/XC1057383-Tten-SOUDA-02_20210813_033455.png
European Free-tailed Bat,XC1057382-Tten-SOUDA-02_20210813_021638.wav,3,spectograms/XC1057382-Tten-SOUDA-02_20210813_021638.png
European Free-tailed Bat,XC1057381-Tten-SOUDA-02_20210813_013342.wav,3,spectograms/XC1057381-Tten-SOUDA-02_20210813_013342.png
European Free-tailed Bat,XC1057380-Tten-SOUDA-02_20210812_235431.wav,3,spectograms/XC1057380-Tten-SOUDA-02_20210812_235431.png
European Free-tailed Bat,XC1057379-Tten-SOUDA-02_20210812_230200.wav,3,spectograms/XC1057379-Tten-SOUDA-02_20210812_230200.png
European Free-tailed Bat,XC1057378-Tten-SOUDA-02_20210812_225316.wav,3,spectograms/XC1057378-Tten-SOUDA-02_20210812_225316.png
European Free-tailed Bat,XC1057377-Tten-SOUDA-02_20210812_223931.wav,3,spectograms/XC1057377-Tten-SOUDA-02_20210812_223931.png
European Free-tailed Bat,XC1057376-Tten-SOUDA-02_20210812_214501.wav,3,spectograms/XC1057376-Tten-SOUDA-02_20210812_214501.png
European Free-tailed Bat,XC1057375-Tten-SOUDA-02_20210812_045254.wav,3,spectograms/XC1057375-Tten-SOUDA-02_20210812_045254.png
European Free-tailed Bat,XC1057374-Tten-SOUDA-02_20210812_043411.wav,3,spectograms/XC1057374-Tten-SOUDA-02_20210812_043411.png
European Free-tailed Bat,XC1057373-Tten-SOUDA-02_20210812_040219.wav,3,spectograms/XC1057373-Tten-SOUDA-02_20210812_040219.png
European Free-tailed Bat,XC1057372-Tten-SOUDA-02_20210812_035923.wav,3,spectograms/XC1057372-Tten-SOUDA-02_20210812_035923.png
European Free-tailed Bat,XC1057371-Tten-SOUDA-02_20210812_034625.wav,3,spectograms/XC1057371-Tten-SOUDA-02_20210812_034625.png
European Free-tailed Bat,XC1057370-Tten-SOUDA-02_20210812_034236.wav,3,spectograms/XC1057370-Tten-SOUDA-02_20210812_034236.png
European Free-tailed Bat,XC1057369-Tten-SOUDA-02_20210812_033311.wav,3,spectograms/XC1057369-Tten-SOUDA-02_20210812_033311.png
European Free-tailed Bat,XC1057368-Tten-SOUDA-02_20210812_025842.wav,3,spectograms/XC1057368-Tten-SOUDA-02_20210812_025842.png
European Free-tailed Bat,XC1057367-Tten-SOUDA-02_20210812_025213.wav,3,spectograms/XC1057367-Tten-SOUDA-02_20210812_025213.png
European Free-tailed Bat,XC1057366-Tten-SOUDA-02_20210812_024346.wav,3,spectograms/XC1057366-Tten-SOUDA-02_20210812_024346.png
European Free-tailed Bat,XC1057365-Tten-SOUDA-02_20210812_023841.wav,3,spectograms/XC1057365-Tten-SOUDA-02_20210812_023841.png
European Free-tailed Bat,XC1057364-Tten-SOUDA-02_20210812_023242.wav,3,spectograms/XC1057364-Tten-SOUDA-02_20210812_023242.png
European Free-tailed Bat,XC1057363-Tten-SOUDA-02_20210812_022740.wav,3,spectograms/XC1057363-Tten-SOUDA-02_20210812_022740.png
European Free-tailed Bat,XC1057362-Tten-SOUDA-02_20210812_022205.wav,3,spectograms/XC1057362-Tten-SOUDA-02_20210812_022205.png
European Free-tailed Bat,XC1057361-Tten-SOUDA-02_20210812_021530.wav,3,spectograms/XC1057361-Tten-SOUDA-02_20210812_021530.png
European Free-tailed Bat,XC1057360-Tten-SOUDA-02_20210812_015200.wav,3,spectograms/XC1057360-Tten-SOUDA-02_20210812_015200.png
European Free-tailed Bat,XC1057359-Tten-SOUDA-02_20210812_013013.wav,3,spectograms/XC1057359-Tten-SOUDA-02_20210812_013013.png
European Free-tailed Bat,XC1057358-Tten-SOUDA-02_20210812_010245.wav,3,spectograms/XC1057358-Tten-SOUDA-02_20210812_010245.png
European Free-tailed Bat,XC1057357-Tten-SOUDA-02_20210812_005008.wav,3,spectograms/XC1057357-Tten-SOUDA-02_20210812_005008.png
European Free-tailed Bat,XC1057356-Tten-SOUDA-02_20210812_002614.wav,3,spectograms/XC1057356-Tten-SOUDA-02_20210812_002614.png
European Free-tailed Bat,XC1057355-Tten-SOUDA-02_20210811_211032.wav,3,spectograms/XC1057355-Tten-SOUDA-02_20210811_211032.png
European Free-tailed Bat,XC1057354-Tten-SOUDA-02_20210811_210719.wav,3,spectograms/XC1057354-Tten-SOUDA-02_20210811_210719.png
European Free-tailed Bat,XC1057353-Tten-SOUDA-02_20210811_044359.wav,3,spectograms/XC1057353-Tten-SOUDA-02_20210811_044359.png
European Free-tailed Bat,XC1057352-Tten-SOUDA-02_20210811_043530.wav,3,spectograms/XC1057352-Tten-SOUDA-02_20210811_043530.png
European Free-tailed Bat,XC1057351-Tten-SOUDA-02_20210811_043000.wav,3,spectograms/XC1057351-Tten-SOUDA-02_20210811_043000.png
European Free-tailed Bat,XC1057350-Tten-SOUDA-02_20210811_042201.wav,3,spectograms/XC1057350-Tten-SOUDA-02_20210811_042201.png
European Free-tailed Bat,XC1057349-Tten-SOUDA-02_20210811_041550.wav,3,spectograms/XC1057349-Tten-SOUDA-02_20210811_041550.png
European Free-tailed Bat,XC1057348-Tten-SOUDA-02_20210811_034956.wav,3,spectograms/XC1057348-Tten-SOUDA-02_20210811_034956.png
European Free-tailed Bat,XC1057347-Tten-SOUDA-02_20210811_033006.wav,3,spectograms/XC1057347-Tten-SOUDA-02_20210811_033006.png
European Free-tailed Bat,XC1057346-Tten-SOUDA-02_20210811_032440.wav,3,spectograms/XC1057346-Tten-SOUDA-02_20210811_032440.png
European Free-tailed Bat,XC1057345-Tten-SOUDA-02_20210811_030925.wav,3,spectograms/XC1057345-Tten-SOUDA-02_20210811_030925.png
European Free-tailed Bat,XC1057344-Tten-SOUDA-02_20210811_030334.wav,3,spectograms/XC1057344-Tten-SOUDA-02_20210811_030334.png
European Free-tailed Bat,XC1057343-Tten-SOUDA-02_20210811_025942.wav,3,spectograms/XC1057343-Tten-SOUDA-02_20210811_025942.png
European Free-tailed Bat,XC1057342-Tten-SOUDA-02_20210811_024927.wav,3,spectograms/XC1057342-Tten-SOUDA-02_20210811_024927.png
European Free-tailed Bat,XC1057341-Tten-SOUDA-02_20210811_022621.wav,3,spectograms/XC1057341-Tten-SOUDA-02_20210811_022621.png
European Free-tailed Bat,XC1057340-Tten-SOUDA-02_20210811_021252.wav,3,spectograms/XC1057340-Tten-SOUDA-02_20210811_021252.png
European Free-tailed Bat,XC1057339-Tten-SOUDA-02_20210811_020638.wav,3,spectograms/XC1057339-Tten-SOUDA-02_20210811_020638.png
European Free-tailed Bat,XC1057338-Tten-SOUDA-02_20210811_014941.wav,3,spectograms/XC1057338-Tten-SOUDA-02_20210811_014941.png
European Free-tailed Bat,XC1057337-Tten-SOUDA-02_20210811_013632.wav,3,spectograms/XC1057337-Tten-SOUDA-02_20210811_013632.png
European Free-tailed Bat,XC1057336-Tten-SOUDA-02_20210811_011849.wav,3,spectograms/XC1057336-Tten-SOUDA-02_20210811_011849.png
European Free-tailed Bat,XC1057335-Tten-SOUDA-02_20210811_011146.wav,3,spectograms/XC1057335-Tten-SOUDA-02_20210811_011146.png
European Free-tailed Bat,XC1057334-Tten-SOUDA-02_20210811_010649.wav,3,spectograms/XC1057334-Tten-SOUDA-02_20210811_010649.png
European Free-tailed Bat,XC1057333-Tten-SOUDA-02_20210811_010031.wav,3,spectograms/XC1057333-Tten-SOUDA-02_20210811_010031.png
European Free-tailed Bat,XC1057332-Tten-SOUDA-02_20210811_005900.wav,3,spectograms/XC1057332-Tten-SOUDA-02_20210811_005900.png
European Free-tailed Bat,XC1057331-Tten-SOUDA-02_20210811_005238.wav,3,spectograms/XC1057331-Tten-SOUDA-02_20210811_005238.png
European Free-tailed Bat,XC1057330-Tten-SOUDA-02_20210811_004459.wav,3,spectograms/XC1057330-Tten-SOUDA-02_20210811_004459.png
European Free-tailed Bat,XC1057329-Tten-SOUDA-02_20210811_003726.wav,3,spectograms/XC1057329-Tten-SOUDA-02_20210811_003726.png
European Free-tailed Bat,XC1057328-Tten-SOUDA-02_20210811_002537.wav,3,spectograms/XC1057328-Tten-SOUDA-02_20210811_002537.png
European Free-tailed Bat,XC1057327-Tten-SOUDA-02_20210811_000654.wav,3,spectograms/XC1057327-Tten-SOUDA-02_20210811_000654.png
European Free-tailed Bat,XC1057326-Tten-SOUDA-02_20210810_045819.wav,3,spectograms/XC1057326-Tten-SOUDA-02_20210810_045819.png
European Free-tailed Bat,XC1057325-Tten-SOUDA-02_20210810_043821.wav,3,spectograms/XC1057325-Tten-SOUDA-02_20210810_043821.png
European Free-tailed Bat,XC1057324-Tten-SOUDA-02_20210810_035845.wav,3,spectograms/XC1057324-Tten-SOUDA-02_20210810_035845.png
European Free-tailed Bat,XC1057323-Tten-SOUDA-02_20210810_035453.wav,3,spectograms/XC1057323-Tten-SOUDA-02_20210810_035453.png
European Free-tailed Bat,XC1057322-Tten-SOUDA-02_20210810_034450.wav,3,spectograms/XC1057322-Tten-SOUDA-02_20210810_034450.png
European Free-tailed Bat,XC1057321-Tten-SOUDA-02_20210810_034108.wav,3,spectograms/XC1057321-Tten-SOUDA-02_20210810_034108.png
European Free-tailed Bat,XC1057320-Tten-SOUDA-02_20210810_033516.wav,3,spectograms/XC1057320-Tten-SOUDA-02_20210810_033516.png
European Free-tailed Bat,XC1057319-Tten-SOUDA-02_20210810_032800.wav,3,spectograms/XC1057319-Tten-SOUDA-02_20210810_032800.png
European Free-tailed Bat,XC1057318-Tten-SOUDA-02_20210810_031959.wav,3,spectograms/XC1057318-Tten-SOUDA-02_20210810_031959.png
European Free-tailed Bat,XC1057317-Tten-SOUDA-02_20210810_030137.wav,3,spectograms/XC1057317-Tten-SOUDA-02_20210810_030137.png
European Free-tailed Bat,XC1057316-Tten-SOUDA-02_20210810_025426.wav,3,spectograms/XC1057316-Tten-SOUDA-02_20210810_025426.png
European Free-tailed Bat,XC1057315-Tten-SOUDA-02_20210810_023136.wav,3,spectograms/XC1057315-Tten-SOUDA-02_20210810_023136.png
European Free-tailed Bat,XC1057314-Tten-SOUDA-02_20210810_020736.wav,3,spectograms/XC1057314-Tten-SOUDA-02_20210810_020736.png
European Free-tailed Bat,XC1057313-Tten-SOUDA-02_20210810_015428.wav,3,spectograms/XC1057313-Tten-SOUDA-02_20210810_015428.png
European Free-tailed Bat,XC1057312-Tten-SOUDA-02_20210810_014949.wav,3,spectograms/XC1057312-Tten-SOUDA-02_20210810_014949.png
European Free-tailed Bat,XC1057311-Tten-SOUDA-02_20210810_014543.wav,3,spectograms/XC1057311-Tten-SOUDA-02_20210810_014543.png
European Free-tailed Bat,XC1057310-Tten-SOUDA-02_20210810_014229.wav,3,spectograms/XC1057310-Tten-SOUDA-02_20210810_014229.png
European Free-tailed Bat,XC1057309-Tten-SOUDA-02_20210810_013904.wav,3,spectograms/XC1057309-Tten-SOUDA-02_20210810_013904.png
European Free-tailed Bat,XC1057308-Tten-SOUDA-02_20210810_013451.wav,3,spectograms/XC1057308-Tten-SOUDA-02_20210810_013451.png
European Free-tailed Bat,XC1057307-Tten-SOUDA-02_20210810_013158.wav,3,spectograms/XC1057307-Tten-SOUDA-02_20210810_013158.png
European Free-tailed Bat,XC1057306-Tten-SOUDA-02_20210810_012759.wav,3,spectograms/XC1057306-Tten-SOUDA-02_20210810_012759.png
European Free-tailed Bat,XC1057305-Tten-SOUDA-02_20210810_011827.wav,3,spectograms/XC1057305-Tten-SOUDA-02_20210810_011827.png
European Free-tailed Bat,XC1057304-Tten-SOUDA-02_20210810_011232.wav,3,spectograms/XC1057304-Tten-SOUDA-02_20210810_011232.png
